"Doubles","Time","Schema","Criterion","DataGenerator","Doubler"
"0.0","2.5131255E7","Cloc","APC","directedRandomDefaults","DoubleChecksSemantic"
"1.0","645973.0","Cloc","APC","directedRandomDefaults","DoubleChecksSemantic"
"2.0","1025246.0","Cloc","APC","directedRandomDefaults","DoubleChecksSemantic"
"3.0","628630.0","Cloc","APC","directedRandomDefaults","DoubleChecksSemantic"
"4.0","628588.0","Cloc","APC","directedRandomDefaults","DoubleChecksSemantic"
"5.0","628989.0","Cloc","APC","directedRandomDefaults","DoubleChecksSemantic"
"6.0","639241.0","Cloc","APC","directedRandomDefaults","DoubleChecksSemantic"
"7.0","669300.0","Cloc","APC","directedRandomDefaults","DoubleChecksSemantic"
"0.0","7.896240566E9","NistWeather","AICC","randomDefaults","DoubleNotNullsSemantic"
"1.0","8.552827211E9","NistWeather","AICC","randomDefaults","DoubleNotNullsSemantic"
"2.0","1.5747107269E10","NistWeather","AICC","randomDefaults","DoubleNotNullsSemantic"
"3.0","4.4258962594E10","NistWeather","AICC","randomDefaults","DoubleNotNullsSemantic"
"4.0","7.4425724475E10","NistWeather","AICC","randomDefaults","DoubleNotNullsSemantic"
"5.0","1.43248677949E11","NistWeather","AICC","randomDefaults","DoubleNotNullsSemantic"
"0.0","4.4239679E7","NistXTS748","NCC","avsDefaults","DoubleTablesColumns"
"1.0","1.4224863E7","NistXTS748","NCC","avsDefaults","DoubleTablesColumns"
"2.0","1.8576825E7","NistXTS748","NCC","avsDefaults","DoubleTablesColumns"
"3.0","3.0014315E7","NistXTS748","NCC","avsDefaults","DoubleTablesColumns"
"4.0","6.6524986E7","NistXTS748","NCC","avsDefaults","DoubleTablesColumns"
"5.0","9.0798146E7","NistXTS748","NCC","avsDefaults","DoubleTablesColumns"
"6.0","1.27272471E8","NistXTS748","NCC","avsDefaults","DoubleTablesColumns"
"0.0","3.33731585E8","RiskIt","ICC","randomDefaults","DoubleUniquesSemantic"
"1.0","1.13434276E8","RiskIt","ICC","randomDefaults","DoubleUniquesSemantic"
"2.0","1.63582839E8","RiskIt","ICC","randomDefaults","DoubleUniquesSemantic"
"3.0","7.4451906E7","RiskIt","ICC","randomDefaults","DoubleUniquesSemantic"
"4.0","7.6331902E7","RiskIt","ICC","randomDefaults","DoubleUniquesSemantic"
"5.0","3.6583769E7","RiskIt","ICC","randomDefaults","DoubleUniquesSemantic"
"6.0","5.7441596E7","RiskIt","ICC","randomDefaults","DoubleUniquesSemantic"
"7.0","4.0029713E7","RiskIt","ICC","randomDefaults","DoubleUniquesSemantic"
"8.0","2.6427217E7","RiskIt","ICC","randomDefaults","DoubleUniquesSemantic"
"9.0","4.599132E7","RiskIt","ICC","randomDefaults","DoubleUniquesSemantic"
"0.0","2.8646378E7","Cloc","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"1.0","1376901.0","Cloc","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"2.0","2703828.0","Cloc","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"3.0","1.4392618E7","Cloc","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"4.0","2.9688782E7","Cloc","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"5.0","6.1703085E7","Cloc","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"0.0","4.4745581E7","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"1.0","9563054.0","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"2.0","8519205.0","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"3.0","8398115.0","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"4.0","8820079.0","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"5.0","8679203.0","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"6.0","9175924.0","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"7.0","9368718.0","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"8.0","8891506.0","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"9.0","1.8376787E7","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"10.0","1.2287184E7","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"11.0","1.0112527E7","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"12.0","6896022.0","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"13.0","8383841.0","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"14.0","1.1921477E7","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"15.0","3.0287276E7","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"16.0","3.5072221E7","NistXTS748","APC","randomDefaults","DoubleNotNullsSemantic"
"0.0","1.90692058E8","RiskIt","APC","directedRandom","DoubleColumns"
"1.0","1.334512E8","RiskIt","APC","directedRandom","DoubleColumns"
"2.0","1.38993858E8","RiskIt","APC","directedRandom","DoubleColumns"
"3.0","1.11062471E8","RiskIt","APC","directedRandom","DoubleColumns"
"4.0","1.330868E8","RiskIt","APC","directedRandom","DoubleColumns"
"5.0","1.39223224E8","RiskIt","APC","directedRandom","DoubleColumns"
"6.0","2.51772497E8","RiskIt","APC","directedRandom","DoubleColumns"
"7.0","5.76202758E8","RiskIt","APC","directedRandom","DoubleColumns"
"8.0","1.138497437E9","RiskIt","APC","directedRandom","DoubleColumns"
"9.0","2.846460634E9","RiskIt","APC","directedRandom","DoubleColumns"
"10.0","5.983026825E9","RiskIt","APC","directedRandom","DoubleColumns"
"0.0","4.1897725E7","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"1.0","9025860.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"2.0","8600635.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"3.0","7672101.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"4.0","7568613.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"5.0","7137842.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"6.0","5948188.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"7.0","5416715.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"8.0","5088021.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"9.0","4784657.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"10.0","4615488.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"11.0","4871500.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"12.0","3932333.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"13.0","3621769.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"14.0","3429997.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"15.0","3370728.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"16.0","3345503.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"17.0","3278587.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"18.0","3247662.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"19.0","3145248.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"20.0","2996300.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"21.0","2842342.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"22.0","3255811.0","NistXTS748","CondAICC","directedRandomDefaults","DoubleForeignKeys"
"0.0","1.227689152E9","iTrust","UCC","directedRandom","DoubleAll"
"1.0","7.63034432E8","iTrust","UCC","directedRandom","DoubleAll"
"2.0","1.618038814E9","iTrust","UCC","directedRandom","DoubleAll"
"3.0","2.651855069E9","iTrust","UCC","directedRandom","DoubleAll"
"4.0","3.179872952E9","iTrust","UCC","directedRandom","DoubleAll"
"5.0","6.739607771E9","iTrust","UCC","directedRandom","DoubleAll"
"0.0","3.42377362E8","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"1.0","1.49340883E8","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"2.0","1.2363541E8","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"3.0","8.4236885E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"4.0","8.2064856E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"5.0","9.1949223E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"6.0","9.0539502E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"7.0","7.6944484E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"8.0","5.8833242E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"9.0","4.5049328E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"10.0","3.9778728E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"11.0","4.0930514E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"12.0","3.3376935E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"13.0","3.1272426E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"14.0","3.1346966E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"15.0","3.1002387E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"16.0","3.1152892E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"17.0","3.0225824E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"18.0","3.2546357E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"19.0","2.9150302E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"20.0","2.9453208E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"21.0","2.9177676E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"22.0","2.8787481E7","BioSQL","ANCC","directedRandom","DoubleNotNulls"
"0.0","2.020305093E9","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"1.0","8.3255617E8","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"2.0","5.92687081E8","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"3.0","6.09704139E8","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"4.0","4.81014919E8","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"5.0","5.24346795E8","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"6.0","4.69465089E8","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"7.0","4.65349862E8","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"8.0","4.87964802E8","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"9.0","6.04147709E8","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"10.0","8.16343531E8","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"11.0","1.163133798E9","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"12.0","1.494877294E9","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"13.0","2.349883296E9","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"14.0","5.340512989E9","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"15.0","1.1410276967E10","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"16.0","1.5065215491E10","iTrust","APC","randomDefaults","DoubleNotNullsSemantic"
"0.0","2.331079224E9","NistWeather","NCC","random","DoubleUniquesSemantic"
"1.0","6.84049226E8","NistWeather","NCC","random","DoubleUniquesSemantic"
"2.0","6.65179319E8","NistWeather","NCC","random","DoubleUniquesSemantic"
"3.0","6.34438774E8","NistWeather","NCC","random","DoubleUniquesSemantic"
"4.0","7.07013945E8","NistWeather","NCC","random","DoubleUniquesSemantic"
"5.0","6.20182754E8","NistWeather","NCC","random","DoubleUniquesSemantic"
"6.0","6.10830482E8","NistWeather","NCC","random","DoubleUniquesSemantic"
"7.0","7.59225813E8","NistWeather","NCC","random","DoubleUniquesSemantic"
"8.0","8.01579611E8","NistWeather","NCC","random","DoubleUniquesSemantic"
"9.0","1.053810656E9","NistWeather","NCC","random","DoubleUniquesSemantic"
"10.0","7.727555E8","NistWeather","NCC","random","DoubleUniquesSemantic"
"11.0","7.58032686E8","NistWeather","NCC","random","DoubleUniquesSemantic"
"12.0","1.167353467E9","NistWeather","NCC","random","DoubleUniquesSemantic"
"13.0","1.039829788E9","NistWeather","NCC","random","DoubleUniquesSemantic"
"14.0","7.52183814E8","NistWeather","NCC","random","DoubleUniquesSemantic"
"15.0","6.62496479E8","NistWeather","NCC","random","DoubleUniquesSemantic"
"16.0","1.093326681E9","NistWeather","NCC","random","DoubleUniquesSemantic"
"17.0","1.123245191E9","NistWeather","NCC","random","DoubleUniquesSemantic"
"0.0","8.7301046E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"1.0","5.9644429E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"2.0","4.2711533E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"3.0","3.7629009E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"4.0","3.2702237E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"5.0","3.3975448E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"6.0","2.3425046E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"7.0","2.1887365E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"8.0","2.0771951E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"9.0","2.0704859E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"10.0","1.8331642E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"11.0","1.775197E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"12.0","1.5506487E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"13.0","1.5173984E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"14.0","1.2337691E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"15.0","1.2233133E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"16.0","1.2351932E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"17.0","1.1743902E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"18.0","1.0101871E7","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"19.0","9390828.0","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"20.0","9637718.0","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"21.0","9557472.0","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"22.0","9598293.0","NistXTS749","AICC","avsDefaults","DoubleNotNulls"
"0.0","2.342188885E10","JWhoisServer","AUCC","random","DoubleAll"
"1.0","4.219013824E10","JWhoisServer","AUCC","random","DoubleAll"
"2.0","1.8269994014E11","JWhoisServer","AUCC","random","DoubleAll"
"3.0","3.75025295991E11","JWhoisServer","AUCC","random","DoubleAll"
"4.0","7.69867321543E11","JWhoisServer","AUCC","random","DoubleAll"
"0.0","9.87869186E8","RiskIt","CondAICC","directedRandom","DoubleTables"
"1.0","2.7257924E8","RiskIt","CondAICC","directedRandom","DoubleTables"
"2.0","2.05008251E8","RiskIt","CondAICC","directedRandom","DoubleTables"
"3.0","2.17670333E8","RiskIt","CondAICC","directedRandom","DoubleTables"
"4.0","2.00416275E8","RiskIt","CondAICC","directedRandom","DoubleTables"
"5.0","2.52296833E8","RiskIt","CondAICC","directedRandom","DoubleTables"
"6.0","1.78874798E8","RiskIt","CondAICC","directedRandom","DoubleTables"
"7.0","3.38035037E8","RiskIt","CondAICC","directedRandom","DoubleTables"
"8.0","3.95420526E8","RiskIt","CondAICC","directedRandom","DoubleTables"
"9.0","9.72813956E8","RiskIt","CondAICC","directedRandom","DoubleTables"
"10.0","3.657714385E9","RiskIt","CondAICC","directedRandom","DoubleTables"
"11.0","4.7454989637E10","RiskIt","CondAICC","directedRandom","DoubleTables"
"12.0","2.25267853778E11","RiskIt","CondAICC","directedRandom","DoubleTables"
"13.0","9.83990930453E11","RiskIt","CondAICC","directedRandom","DoubleTables"
"14.0","4.372800175516E12","RiskIt","CondAICC","directedRandom","DoubleTables"
"15.0","2.1231116363102E13","RiskIt","CondAICC","directedRandom","DoubleTables"
"0.0","5.8852567E7","NistXTS749","ICC","directedRandom","DoubleAll"
"1.0","3.8527149E7","NistXTS749","ICC","directedRandom","DoubleAll"
"2.0","5.7697112E7","NistXTS749","ICC","directedRandom","DoubleAll"
"3.0","7.0955843E7","NistXTS749","ICC","directedRandom","DoubleAll"
"4.0","1.34340194E8","NistXTS749","ICC","directedRandom","DoubleAll"
"5.0","3.44206216E8","NistXTS749","ICC","directedRandom","DoubleAll"
"6.0","2.63350413E8","NistXTS749","ICC","directedRandom","DoubleAll"
"7.0","4.62503059E8","NistXTS749","ICC","directedRandom","DoubleAll"
"0.0","2.573291051E9","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"1.0","7.46431133E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"2.0","6.46772046E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"3.0","7.32621469E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"4.0","6.28302399E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"5.0","6.22534356E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"6.0","6.04438566E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"7.0","6.2011696E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"8.0","6.28024251E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"9.0","6.23360909E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"10.0","5.97599134E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"11.0","5.92869022E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"12.0","5.9605621E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"13.0","6.06666367E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"14.0","6.07814838E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"15.0","6.0913384E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"16.0","6.03697999E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"17.0","6.06909509E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"18.0","6.05235865E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"19.0","6.13377461E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"20.0","6.15281518E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"21.0","6.02878527E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"22.0","6.00091757E8","UnixUsage","AUCC","avs","DoubleChecksSemantic"
"0.0","7.6051421E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"1.0","2.8177849E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"2.0","2.3392813E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"3.0","1.8656046E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"4.0","1.7596709E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"5.0","1.6791526E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"6.0","1.4863786E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"7.0","1.5782266E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"8.0","1.6216427E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"9.0","1.7908005E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"10.0","1.8526235E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"11.0","1.4096342E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"12.0","1.5633086E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"13.0","2.099151E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"14.0","3.4264099E7","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"15.0","1.02592662E8","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"16.0","1.7023656E8","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"17.0","6.95026801E8","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"18.0","8.31672273E8","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"19.0","1.547343954E9","NistXTS749","AUCC","directedRandom","DoubleNotNullsSemantic"
"0.0","2.39502533E8","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"1.0","1.18230323E8","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"2.0","1.04037582E8","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"3.0","9.9663951E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"4.0","6.6899201E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"5.0","5.9613779E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"6.0","5.9118257E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"7.0","3.2631217E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"8.0","4.1809138E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"9.0","4.3610602E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"10.0","3.5774316E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"11.0","2.5091729E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"12.0","2.6433772E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"13.0","3.2121598E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"14.0","2.5306802E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"15.0","2.1703384E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"16.0","1.1639142E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"17.0","1.1490621E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"18.0","1.101545E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"19.0","1.109745E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"20.0","3.4733468E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"21.0","2.9121928E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"22.0","3.8935019E7","NistXTS748","AUCC","avsDefaults","DoubleForeignKeys"
"0.0","3.03694481E8","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"1.0","1.05957803E8","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"2.0","6.4482039E7","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"3.0","6.4210056E7","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"4.0","5.3894689E7","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"5.0","4.7676031E7","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"6.0","4.6354012E7","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"7.0","4.8947764E7","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"8.0","5.0660951E7","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"9.0","4.5474239E7","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"10.0","5.5912331E7","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"11.0","8.0739808E7","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"12.0","1.51492177E8","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"13.0","4.33725909E8","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"14.0","9.96287041E8","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"15.0","1.660931628E9","RiskIt","UCC","randomDefaults","DoubleNotNullsSemantic"
"0.0","1.58056044E8","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"1.0","7.2417951E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"2.0","8.1950009E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"3.0","4.1955645E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"4.0","2.7070424E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"5.0","2.7034941E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"6.0","2.4319378E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"7.0","3.4506022E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"8.0","4.2722859E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"9.0","3.8818187E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"10.0","3.2636463E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"11.0","2.673903E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"12.0","1.931377E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"13.0","3.8944413E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"14.0","1.8159216E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"15.0","4.1289578E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"16.0","2.1712541E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"17.0","3.017153E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"18.0","1.677633E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"19.0","2.9585221E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"20.0","3.5388592E7","UnixUsage","UCC","directedRandomDefaults","DoubleChecksSemantic"
"0.0","4.1150979E7","Cloc","APC","avsDefaults","DoubleUniquesSemantic"
"1.0","1099835.0","Cloc","APC","avsDefaults","DoubleUniquesSemantic"
"2.0","1052298.0","Cloc","APC","avsDefaults","DoubleUniquesSemantic"
"3.0","1046512.0","Cloc","APC","avsDefaults","DoubleUniquesSemantic"
"4.0","1044896.0","Cloc","APC","avsDefaults","DoubleUniquesSemantic"
"5.0","1046286.0","Cloc","APC","avsDefaults","DoubleUniquesSemantic"
"6.0","1.4278198E7","Cloc","APC","avsDefaults","DoubleUniquesSemantic"
"7.0","1071051.0","Cloc","APC","avsDefaults","DoubleUniquesSemantic"
"8.0","1045924.0","Cloc","APC","avsDefaults","DoubleUniquesSemantic"
"9.0","1060740.0","Cloc","APC","avsDefaults","DoubleUniquesSemantic"
"10.0","1046533.0","Cloc","APC","avsDefaults","DoubleUniquesSemantic"
"11.0","1047672.0","Cloc","APC","avsDefaults","DoubleUniquesSemantic"
"0.0","4.62906823E8","RiskIt","UCC","avsDefaults","DoubleUniquesSemantic"
"1.0","1.25604797E8","RiskIt","UCC","avsDefaults","DoubleUniquesSemantic"
"2.0","1.41897023E8","RiskIt","UCC","avsDefaults","DoubleUniquesSemantic"
"3.0","1.37698838E8","RiskIt","UCC","avsDefaults","DoubleUniquesSemantic"
"4.0","1.35311595E8","RiskIt","UCC","avsDefaults","DoubleUniquesSemantic"
"5.0","1.24756821E8","RiskIt","UCC","avsDefaults","DoubleUniquesSemantic"
"6.0","1.25833231E8","RiskIt","UCC","avsDefaults","DoubleUniquesSemantic"
"7.0","1.24096821E8","RiskIt","UCC","avsDefaults","DoubleUniquesSemantic"
"8.0","1.1608771E8","RiskIt","UCC","avsDefaults","DoubleUniquesSemantic"
