"Doubles","Time","Schema","Criterion","DataGenerator","Doubler"
"16.0","3.7103668E7","UnixUsage","APC","avsDefaults","DoubleNotNulls"
"17.0","3.9761675E7","UnixUsage","APC","avsDefaults","DoubleNotNulls"
"18.0","4.0181625E7","UnixUsage","APC","avsDefaults","DoubleNotNulls"
"19.0","3.6311535E7","UnixUsage","APC","avsDefaults","DoubleNotNulls"
"20.0","2.7602491E7","UnixUsage","APC","avsDefaults","DoubleNotNulls"
"21.0","2.5147292E7","UnixUsage","APC","avsDefaults","DoubleNotNulls"
"22.0","2.4534631E7","UnixUsage","APC","avsDefaults","DoubleNotNulls"
"0.0","1.563929832E9","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"1.0","8.09215443E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"2.0","7.46744264E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"3.0","7.90835676E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"4.0","7.20137794E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"5.0","8.34438238E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"6.0","7.07751315E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"7.0","7.08451506E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"8.0","8.86359848E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"9.0","7.24419419E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"10.0","7.02662073E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"11.0","7.10872028E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"12.0","7.04293226E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"13.0","7.14239392E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"14.0","7.11469349E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"15.0","7.12037509E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"16.0","7.13952684E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"17.0","7.10559592E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"18.0","7.08240202E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"19.0","7.08828632E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"20.0","7.10878366E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"21.0","7.09730194E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"22.0","7.10519166E8","NistXTS749","CondAICC","randomDefaults","DoubleNotNulls"
"0.0","1.91456719E8","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"1.0","9.9034412E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"2.0","6.8575669E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"3.0","5.9295721E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"4.0","3.5127306E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"5.0","3.4441436E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"6.0","4.196548E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"7.0","3.5116843E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"8.0","2.6736891E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"9.0","4.0834535E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"10.0","2.130235E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"11.0","2.0215544E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"12.0","1.977578E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"13.0","2.2787138E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"14.0","2.5620064E7","UnixUsage","AICC","directedRandom","DoubleUniquesSemantic"
"0.0","4.6400953E7","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"1.0","1.2274429E7","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"2.0","1.1697821E7","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"3.0","1.1677299E7","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"4.0","1.1419653E7","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"5.0","1.0706808E7","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"6.0","9348187.0","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"7.0","9302306.0","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"8.0","9822255.0","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"9.0","8647081.0","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"10.0","7777644.0","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"11.0","7238740.0","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"12.0","6918401.0","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"13.0","7513081.0","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"14.0","8721264.0","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"15.0","1.1959711E7","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"16.0","1.8766237E7","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"17.0","4.9590128E7","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"18.0","9.5285917E7","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"19.0","1.86299453E8","NistXTS748","ANCC","random","DoubleNotNullsSemantic"
"0.0","3.764291957E9","NistWeather","AUCC","random","DoubleNotNulls"
"1.0","1.731701672E9","NistWeather","AUCC","random","DoubleNotNulls"
"2.0","1.661873782E9","NistWeather","AUCC","random","DoubleNotNulls"
"3.0","1.675337956E9","NistWeather","AUCC","random","DoubleNotNulls"
"4.0","1.72174469E9","NistWeather","AUCC","random","DoubleNotNulls"
"5.0","1.781451729E9","NistWeather","AUCC","random","DoubleNotNulls"
"6.0","1.676388589E9","NistWeather","AUCC","random","DoubleNotNulls"
"7.0","1.641572546E9","NistWeather","AUCC","random","DoubleNotNulls"
"8.0","1.797174231E9","NistWeather","AUCC","random","DoubleNotNulls"
"9.0","1.644747621E9","NistWeather","AUCC","random","DoubleNotNulls"
"10.0","1.763466063E9","NistWeather","AUCC","random","DoubleNotNulls"
"11.0","1.840115014E9","NistWeather","AUCC","random","DoubleNotNulls"
"12.0","1.801241039E9","NistWeather","AUCC","random","DoubleNotNulls"
"13.0","1.751243865E9","NistWeather","AUCC","random","DoubleNotNulls"
"14.0","1.830309687E9","NistWeather","AUCC","random","DoubleNotNulls"
"15.0","1.641234512E9","NistWeather","AUCC","random","DoubleNotNulls"
"16.0","1.765349397E9","NistWeather","AUCC","random","DoubleNotNulls"
"17.0","1.72243934E9","NistWeather","AUCC","random","DoubleNotNulls"
"18.0","1.69463667E9","NistWeather","AUCC","random","DoubleNotNulls"
"19.0","1.713237045E9","NistWeather","AUCC","random","DoubleNotNulls"
"20.0","1.654201846E9","NistWeather","AUCC","random","DoubleNotNulls"
"21.0","1.694994664E9","NistWeather","AUCC","random","DoubleNotNulls"
"22.0","1.716216059E9","NistWeather","AUCC","random","DoubleNotNulls"
"0.0","1.02849847E8","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"1.0","2.9572113E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"2.0","2.7545497E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"3.0","1.8664458E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"4.0","1.7438663E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"5.0","1.7009666E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"6.0","1.6035102E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"7.0","1.5477961E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"8.0","1.5164474E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"9.0","1.4387393E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"10.0","1.333836E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"11.0","1.25969E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"12.0","1.6341303E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"13.0","2.3109576E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"14.0","3.7497384E7","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"15.0","1.76604131E8","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"16.0","2.1860005E8","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"17.0","4.61840338E8","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"18.0","9.48140376E8","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"19.0","1.7375E9","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"20.0","3.539718158E9","NistXTS749","AUCC","directedRandom","DoubleChecksSemantic"
"0.0","3.410893E7","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"1.0","805322.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"2.0","765071.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"3.0","761153.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"4.0","763296.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"5.0","771789.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"6.0","770264.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"7.0","768151.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"8.0","2024829.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"9.0","766570.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"10.0","778530.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"11.0","767964.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"12.0","781353.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"13.0","776677.0","Cloc","ClauseAICC","randomDefaults","DoubleNotNulls"
"0.0","2.4437932E8","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"1.0","9.7619496E7","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"2.0","8.1452059E7","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"3.0","6.4035224E7","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"4.0","6.848717E7","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"5.0","5.298494E7","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"6.0","4.5694516E7","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"7.0","4.0553779E7","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"8.0","4.1119569E7","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"9.0","3.833444E7","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"10.0","4.8020292E7","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"11.0","6.7387748E7","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"12.0","1.64539887E8","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"13.0","2.88763226E8","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"14.0","5.84560413E8","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"15.0","1.58289544E9","UnixUsage","AUCC","directedRandom","DoubleNotNullsSemantic"
"0.0","1.139034331E9","iTrust","NCC","random","DoubleNotNulls"
"1.0","4.07704235E8","iTrust","NCC","random","DoubleNotNulls"
"2.0","3.67320712E8","iTrust","NCC","random","DoubleNotNulls"
"3.0","3.31930706E8","iTrust","NCC","random","DoubleNotNulls"
"4.0","2.98358149E8","iTrust","NCC","random","DoubleNotNulls"
"5.0","3.2622829E8","iTrust","NCC","random","DoubleNotNulls"
"6.0","3.32660071E8","iTrust","NCC","random","DoubleNotNulls"
"7.0","2.73848488E8","iTrust","NCC","random","DoubleNotNulls"
"8.0","2.65998118E8","iTrust","NCC","random","DoubleNotNulls"
"9.0","2.65900613E8","iTrust","NCC","random","DoubleNotNulls"
"10.0","2.57778788E8","iTrust","NCC","random","DoubleNotNulls"
"11.0","2.46938709E8","iTrust","NCC","random","DoubleNotNulls"
"12.0","2.50348689E8","iTrust","NCC","random","DoubleNotNulls"
"13.0","2.49606069E8","iTrust","NCC","random","DoubleNotNulls"
"14.0","2.54018479E8","iTrust","NCC","random","DoubleNotNulls"
"15.0","2.441621E8","iTrust","NCC","random","DoubleNotNulls"
"16.0","2.46793371E8","iTrust","NCC","random","DoubleNotNulls"
"17.0","2.44996023E8","iTrust","NCC","random","DoubleNotNulls"
"18.0","2.42273165E8","iTrust","NCC","random","DoubleNotNulls"
"19.0","2.53089685E8","iTrust","NCC","random","DoubleNotNulls"
"20.0","2.39399894E8","iTrust","NCC","random","DoubleNotNulls"
"21.0","2.43627472E8","iTrust","NCC","random","DoubleNotNulls"
"22.0","2.4555959E8","iTrust","NCC","random","DoubleNotNulls"
"0.0","4.1606659E7","NistXTS748","ICC","directedRandom","DoubleAll"
"1.0","1.6482064E7","NistXTS748","ICC","directedRandom","DoubleAll"
"2.0","4.5104063E7","NistXTS748","ICC","directedRandom","DoubleAll"
"3.0","2.01987532E8","NistXTS748","ICC","directedRandom","DoubleAll"
"4.0","2.17558197E8","NistXTS748","ICC","directedRandom","DoubleAll"
"5.0","3.0420256E8","NistXTS748","ICC","directedRandom","DoubleAll"
"6.0","2.9969028E8","NistXTS748","ICC","directedRandom","DoubleAll"
"7.0","2.43085972E8","NistXTS748","ICC","directedRandom","DoubleAll"
"0.0","2.95308877E8","UnixUsage","AUCC","directedRandom","DoubleTablesColumns"
"1.0","2.83338872E8","UnixUsage","AUCC","directedRandom","DoubleTablesColumns"
"2.0","2.11933284E8","UnixUsage","AUCC","directedRandom","DoubleTablesColumns"
"3.0","3.18027005E8","UnixUsage","AUCC","directedRandom","DoubleTablesColumns"
"4.0","6.28344355E8","UnixUsage","AUCC","directedRandom","DoubleTablesColumns"
"5.0","4.88572531E8","UnixUsage","AUCC","directedRandom","DoubleTablesColumns"
"6.0","6.28153814E8","UnixUsage","AUCC","directedRandom","DoubleTablesColumns"
"0.0","6.1745024E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"1.0","3.1534219E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"2.0","2.4239045E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"3.0","2.0987243E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"4.0","1.8493337E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"5.0","1.55301E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"6.0","1.530902E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"7.0","1.3961745E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"8.0","1.3749842E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"9.0","1.2988462E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"10.0","1.2572768E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"11.0","1.2828253E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"12.0","1.206774E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"13.0","1.1172263E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"14.0","9944731.0","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"15.0","1.0142231E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"16.0","9646856.0","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"17.0","1.025761E7","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"18.0","8704745.0","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"19.0","7986131.0","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"20.0","8165229.0","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"21.0","8293954.0","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"22.0","8337659.0","Cloc","UCC","avsDefaults","DoubleNotNullsSemantic"
"0.0","3.9635714E7","NistXTS748","APC","avs","DoubleNotNulls"
"1.0","9009997.0","NistXTS748","APC","avs","DoubleNotNulls"
"2.0","1.3332959E7","NistXTS748","APC","avs","DoubleNotNulls"
"3.0","7801136.0","NistXTS748","APC","avs","DoubleNotNulls"
"4.0","7659807.0","NistXTS748","APC","avs","DoubleNotNulls"
"5.0","8611266.0","NistXTS748","APC","avs","DoubleNotNulls"
"6.0","8205454.0","NistXTS748","APC","avs","DoubleNotNulls"
"7.0","7526114.0","NistXTS748","APC","avs","DoubleNotNulls"
"8.0","9773779.0","NistXTS748","APC","avs","DoubleNotNulls"
"9.0","1.0831867E7","NistXTS748","APC","avs","DoubleNotNulls"
"10.0","6956197.0","NistXTS748","APC","avs","DoubleNotNulls"
"11.0","1.455915E7","NistXTS748","APC","avs","DoubleNotNulls"
"12.0","1.7116899E7","NistXTS748","APC","avs","DoubleNotNulls"
"13.0","5073070.0","NistXTS748","APC","avs","DoubleNotNulls"
"14.0","6493556.0","NistXTS748","APC","avs","DoubleNotNulls"
"15.0","1.3226936E7","NistXTS748","APC","avs","DoubleNotNulls"
"16.0","8125904.0","NistXTS748","APC","avs","DoubleNotNulls"
"0.0","8.4009905E7","NistXTS749","NCC","directedRandomDefaults","DoubleTables"
"1.0","1.7677178E7","NistXTS749","NCC","directedRandomDefaults","DoubleTables"
"2.0","1.2245675E7","NistXTS749","NCC","directedRandomDefaults","DoubleTables"
"3.0","2.6310359E7","NistXTS749","NCC","directedRandomDefaults","DoubleTables"
"4.0","2.886231E7","NistXTS749","NCC","directedRandomDefaults","DoubleTables"
"5.0","3.6967281E7","NistXTS749","NCC","directedRandomDefaults","DoubleTables"
"6.0","7.0561625E7","NistXTS749","NCC","directedRandomDefaults","DoubleTables"
"0.0","9.91383207E8","NistXTS749","AUCC","avs","DoubleAll"
"1.0","6.43903177E8","NistXTS749","AUCC","avs","DoubleAll"
"2.0","9.26025705E8","NistXTS749","AUCC","avs","DoubleAll"
"3.0","5.21919154E8","NistXTS749","AUCC","avs","DoubleAll"
"4.0","6.61202711E8","NistXTS749","AUCC","avs","DoubleAll"
"5.0","1.29535912E9","NistXTS749","AUCC","avs","DoubleAll"
"6.0","3.988487404E9","NistXTS749","AUCC","avs","DoubleAll"
"7.0","8.802669511E9","NistXTS749","AUCC","avs","DoubleAll"
"8.0","1.7549880607E10","NistXTS749","AUCC","avs","DoubleAll"
"0.0","8.3600154E7","NistXTS749","UCC","randomDefaults","DoubleColumns"
"1.0","6.5592542E7","NistXTS749","UCC","randomDefaults","DoubleColumns"
"2.0","1.17195109E8","NistXTS749","UCC","randomDefaults","DoubleColumns"
"3.0","3.14340761E8","NistXTS749","UCC","randomDefaults","DoubleColumns"
"4.0","3.0147074E8","NistXTS749","UCC","randomDefaults","DoubleColumns"
"5.0","7.51425121E8","NistXTS749","UCC","randomDefaults","DoubleColumns"
"6.0","2.888723541E9","NistXTS749","UCC","randomDefaults","DoubleColumns"
"7.0","1.9700969671E10","NistXTS749","UCC","randomDefaults","DoubleColumns"
"8.0","5.6050550177E10","NistXTS749","UCC","randomDefaults","DoubleColumns"
"0.0","2.03905042E8","RiskIt","NCC","directedRandomDefaults","DoubleAll"
"1.0","1.28169042E8","RiskIt","NCC","directedRandomDefaults","DoubleAll"
"2.0","6.4898973E7","RiskIt","NCC","directedRandomDefaults","DoubleAll"
"3.0","1.13896169E8","RiskIt","NCC","directedRandomDefaults","DoubleAll"
"4.0","3.87547769E8","RiskIt","NCC","directedRandomDefaults","DoubleAll"
"5.0","5.27262238E8","RiskIt","NCC","directedRandomDefaults","DoubleAll"
"6.0","1.605968754E9","RiskIt","NCC","directedRandomDefaults","DoubleAll"
"7.0","6.019291558E9","RiskIt","NCC","directedRandomDefaults","DoubleAll"
"0.0","1.953126263E9","NistXTS749","NCC","random","DoubleAll"
"1.0","6.42461956E8","NistXTS749","NCC","random","DoubleAll"
"2.0","7.99911601E8","NistXTS749","NCC","random","DoubleAll"
"3.0","1.840034371E9","NistXTS749","NCC","random","DoubleAll"
"4.0","1.1037613444E10","NistXTS749","NCC","random","DoubleAll"
"5.0","2.3571561746E10","NistXTS749","NCC","random","DoubleAll"
"6.0","4.4107370528E10","NistXTS749","NCC","random","DoubleAll"
"7.0","9.1473002323E10","NistXTS749","NCC","random","DoubleAll"
"8.0","1.84658205349E11","NistXTS749","NCC","random","DoubleAll"
"0.0","4.3750438E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"1.0","1.2010766E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"2.0","1.1903699E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"3.0","1.1561908E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"4.0","1.0723686E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"5.0","9173575.0","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"6.0","1.0735217E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"7.0","1.1404617E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"8.0","1.0843205E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"9.0","1.2801975E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"10.0","9438341.0","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"11.0","1.0239102E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"12.0","1.2162383E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"13.0","1.9399903E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"14.0","5.1059042E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"15.0","9.6582133E7","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"16.0","2.33825576E8","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"17.0","4.09907799E8","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"18.0","8.10182523E8","NistXTS748","ANCC","random","DoubleUniquesSemantic"
"0.0","1.548596257E9","NistXTS749","AUCC","randomDefaults","DoubleTables"
"1.0","7.92182543E8","NistXTS749","AUCC","randomDefaults","DoubleTables"
"2.0","1.66120879E8","NistXTS749","AUCC","randomDefaults","DoubleTables"
"3.0","3.66905965E8","NistXTS749","AUCC","randomDefaults","DoubleTables"
"4.0","1.7703981E8","NistXTS749","AUCC","randomDefaults","DoubleTables"
"5.0","3.56280308E8","NistXTS749","AUCC","randomDefaults","DoubleTables"
"6.0","6.87394119E8","NistXTS749","AUCC","randomDefaults","DoubleTables"
"0.0","6.26591522E8","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"1.0","1.17263408E8","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"2.0","1.19677094E8","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"3.0","6.5811054E7","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"4.0","6.7785872E7","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"5.0","6.8479773E7","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"6.0","7.6361873E7","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"7.0","8.0241223E7","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"8.0","1.0306747E8","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"9.0","1.3128825E8","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"10.0","2.1406246E8","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"11.0","2.64022985E8","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"12.0","3.29599979E8","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"13.0","4.78468357E8","NistXTS748","ICC","avs","DoubleNotNullsSemantic"
"0.0","1.37177242E8","NistXTS749","AICC","avsDefaults","DoubleColumns"
"1.0","8.8212409E7","NistXTS749","AICC","avsDefaults","DoubleColumns"
"2.0","5.5995007E7","NistXTS749","AICC","avsDefaults","DoubleColumns"
"3.0","4.196776E7","NistXTS749","AICC","avsDefaults","DoubleColumns"
"4.0","8.0334518E7","NistXTS749","AICC","avsDefaults","DoubleColumns"
"5.0","5.0703466E7","NistXTS749","AICC","avsDefaults","DoubleColumns"
"6.0","8.5150582E7","NistXTS749","AICC","avsDefaults","DoubleColumns"
"7.0","6.6986548E7","NistXTS749","AICC","avsDefaults","DoubleColumns"
"8.0","8.9618018E7","NistXTS749","AICC","avsDefaults","DoubleColumns"
"9.0","1.88278657E8","NistXTS749","AICC","avsDefaults","DoubleColumns"
"10.0","3.53848946E8","NistXTS749","AICC","avsDefaults","DoubleColumns"
"11.0","6.40516899E8","NistXTS749","AICC","avsDefaults","DoubleColumns"
"12.0","1.436625341E9","NistXTS749","AICC","avsDefaults","DoubleColumns"
"0.0","9.80773042E8","NistXTS749","ClauseAICC","avsDefaults","DoubleAll"
"1.0","5.23971858E8","NistXTS749","ClauseAICC","avsDefaults","DoubleAll"
"2.0","7.85900326E8","NistXTS749","ClauseAICC","avsDefaults","DoubleAll"
"3.0","1.49687369E9","NistXTS749","ClauseAICC","avsDefaults","DoubleAll"
"4.0","5.809371474E9","NistXTS749","ClauseAICC","avsDefaults","DoubleAll"
"5.0","1.1761346638E10","NistXTS749","ClauseAICC","avsDefaults","DoubleAll"
"6.0","2.3696206363E10","NistXTS749","ClauseAICC","avsDefaults","DoubleAll"
"0.0","5.3538533E7","Cloc","ANCC","avsDefaults","DoubleTablesColumns"
"1.0","3.3867492E7","Cloc","ANCC","avsDefaults","DoubleTablesColumns"
"2.0","5.8037818E7","Cloc","ANCC","avsDefaults","DoubleTablesColumns"
"3.0","1.04973982E8","Cloc","ANCC","avsDefaults","DoubleTablesColumns"
"4.0","1.34650007E8","Cloc","ANCC","avsDefaults","DoubleTablesColumns"
"5.0","2.12542394E8","Cloc","ANCC","avsDefaults","DoubleTablesColumns"
"0.0","8.40341421E8","RiskIt","CondAICC","directedRandom","DoubleColumns"
"1.0","3.98330934E8","RiskIt","CondAICC","directedRandom","DoubleColumns"
"2.0","4.33304252E8","RiskIt","CondAICC","directedRandom","DoubleColumns"
"3.0","5.14285732E8","RiskIt","CondAICC","directedRandom","DoubleColumns"
"4.0","9.80684626E8","RiskIt","CondAICC","directedRandom","DoubleColumns"
"5.0","3.937414587E9","RiskIt","CondAICC","directedRandom","DoubleColumns"
"6.0","7.719048271E9","RiskIt","CondAICC","directedRandom","DoubleColumns"
"7.0","1.7583432044E10","RiskIt","CondAICC","directedRandom","DoubleColumns"
"0.0","3.74696121E8","JWhoisServer","AICC","directedRandomDefaults","DoubleForeignKeys"
"1.0","6.8036279E7","JWhoisServer","AICC","directedRandomDefaults","DoubleForeignKeys"
"2.0","5.7343589E7","JWhoisServer","AICC","directedRandomDefaults","DoubleForeignKeys"
"3.0","4.8874902E7","JWhoisServer","AICC","directedRandomDefaults","DoubleForeignKeys"
"4.0","4.5142391E7","JWhoisServer","AICC","directedRandomDefaults","DoubleForeignKeys"
"5.0","4.2795776E7","JWhoisServer","AICC","directedRandomDefaults","DoubleForeignKeys"
"6.0","4.1661451E7","JWhoisServer","AICC","directedRandomDefaults","DoubleForeignKeys"
"7.0","3.4131585E7","JWhoisServer","AICC","directedRandomDefaults","DoubleForeignKeys"
"8.0","3.2305318E7","JWhoisServer","AICC","directedRandomDefaults","DoubleForeignKeys"
